qid	reason
5ad1889c645df0001a2d1eb2	X
5ad1889c645df0001a2d1eb0	I
5a124b286614be00188f24cc	E
5acec7f432bba1001ae4b3d7	A
5ad1889c645df0001a2d1eb4	E
5ace98d932bba1001ae4abfb	A
5ace98d932bba1001ae4abf8	A
5ace98d932bba1001ae4abf9	A
5ace98d932bba1001ae4abf7	A
5ad26b1ed7d075001a42933c	A
5ad26b1ed7d075001a42933e	X
5a638a9e68151a001a922356	I
5ad26b1ed7d075001a42933d	A
5a638a9e68151a001a922355	#
5a63d64f7f3c80001a150b58	N
5a3b5a503ff257001ab84422	N
5a3b5a503ff257001ab84421	A
5a63d64f7f3c80001a150b5a	A
5a63d64f7f3c80001a150b59	N
5ad00f5877cf76001a686840	E
5a3b5a503ff257001ab84423	X
5a3b5a503ff257001ab84420	E
5a54407c134fea001a0e16c8	E
5a54407c134fea001a0e16ca	E
5ad4d9bb5b96ef001a10a3a8	E
5ad4da4a5b96ef001a10a3d3	#
5ad4da4a5b96ef001a10a3d2	#
5ad4d9bb5b96ef001a10a3a7	I
5acd628907355d001abf4028	#
5acd628907355d001abf4024	E
5ad4da4a5b96ef001a10a3d6	#
5ad4da4a5b96ef001a10a3d4	#
5ad4da4a5b96ef001a10a3d5	#
5acd628907355d001abf4025	X
5a45a7c419a820001a1edae8	X
5ad2d3dbd7d075001a42a3ba	A
5ad2d3dbd7d075001a42a3bc	A
5ad3ec02604f3c001a3ff752	E
5ad21617d7d075001a4283bc	E
5ad21617d7d075001a4283bb	E
5ad21617d7d075001a4283be	E
5ad21617d7d075001a4283ba	E
5a8469077cf838001a46a7f5	E
5a8469077cf838001a46a7f6	A
5a81e0d731013a001a334f4a	A
5a8469077cf838001a46a7f4	X
5a8469077cf838001a46a7f3	#
5a8469077cf838001a46a7f2	I
5a1e16ec3de3f40018b264ae	X
5a5a217f9c0277001abe7060	A
5a1e16ec3de3f40018b264ac	A
5a5a217f9c0277001abe705e	A
5aced26232bba1001ae4b5cd	E
5a5a217f9c0277001abe705d	E
5a1e16ec3de3f40018b264aa	E
5a5a217f9c0277001abe705f	E
5a1e16ec3de3f40018b264ab	N
5ad0d4a5645df0001a2d0605	A
5ad0d4a5645df0001a2d0604	E
5a4305f04a4859001aac73f0	#
5a5a3f9b9c0277001abe70ce	E
5a487a0a84b8a4001a7e78be	E
5a399e712f14dd001ac724c3	E
5a487a0a84b8a4001a7e78bc	E
5a69a7115ce1a5001a96965a	E
5a69a7115ce1a5001a96965b	X
5a69a7115ce1a5001a969659	A
5ad205ffd7d075001a428207	E
5ad205ffd7d075001a428208	E
5a69a7115ce1a5001a96965c	A
5a6505fac2b11c001a425b9d	X
5a6505fac2b11c001a425ba0	N
5a84a9327cf838001a46aa29	I
5a84a9327cf838001a46aa2a	E
5ad205ffd7d075001a428204	E
5ad205ffd7d075001a428206	E
5a5fa27aeae51e001ab14b6b	E
5ad2d256d7d075001a42a381	X
5ad2d256d7d075001a42a37f	I
5ad1620b645df0001a2d1935	E
5ad2d256d7d075001a42a380	X
5ace3ad732bba1001ae49f85	E
5ace3ad732bba1001ae49f86	E
5ace3ad732bba1001ae49f83	E
5a5fa27aeae51e001ab14b69	E
5a5fa27aeae51e001ab14b68	E
5a825c52e60761001a2eb20f	E
5a825c52e60761001a2eb20c	E
5ad4d6215b96ef001a10a2ae	E
5a825c52e60761001a2eb20e	E
5ad145ef645df0001a2d14da	E
5ad4a032ba00c4001a268e3b	E
5a825c52e60761001a2eb20b	E
5ad4d6215b96ef001a10a2ad	E
5ad4d6215b96ef001a10a2af	E
5a0f5627decec90018475579	X
5a0f5627decec90018475577	N
5ad4a6bbba00c4001a268ed6	E
5a3177afe4dcb1001abb233a	N
5ad4a6bbba00c4001a268ed7	E
5ad29006d7d075001a429a83	N
5ad29006d7d075001a429a82	X
5ad29006d7d075001a429a86	N
5a21dad08a6e4f001aa08f94	N
5a21dad08a6e4f001aa08f92	N
5a21dad08a6e4f001aa08f93	E
5a21dad08a6e4f001aa08f95	A
5ad29e36d7d075001a429c44	A
5a84a37a7cf838001a46a9ee	X
5a2733a3c93d92001a40041f	I
5a5fcfb4eae51e001ab14c78	X
5a2733a3c93d92001a40041e	X
5aceb1e832bba1001ae4b08c	N
5a84a37a7cf838001a46a9ef	I
5aceb1e832bba1001ae4b08b	X
5a84a37a7cf838001a46a9f0	I
5aceb1e832bba1001ae4b089	A
5ad29e36d7d075001a429c42	E
5a84a37a7cf838001a46a9ed	X
5aceb1e832bba1001ae4b08a	A
5a2733a3c93d92001a40041d	I
5a5fcfb4eae51e001ab14c7b	E
5ad2e52d604f3c001a3fd903	I
5ad2e52d604f3c001a3fd905	N
5a8253d031013a001a335401	E
5a8253d031013a001a335405	E
5a8253d031013a001a335402	E
5acd611d07355d001abf3fdb	A
5acd611d07355d001abf3fdd	A
5acd611d07355d001abf3fde	A
5acd611d07355d001abf3fdc	A
5a1253506614be00188f24fb	X
5acd831a07355d001abf44fc	#
5a3625b0788daf001a5f875e	E
5acd831a07355d001abf44fb	#
5a8cc4e3fd22b3001a8d8e2c	#
5a1253506614be00188f24fa	#
5a8cc4e3fd22b3001a8d8e2b	#
5acd611d07355d001abf3fda	I
5a65e1c2c2b11c001a425da9	E
5ace8dd832bba1001ae4aa2f	X
5a8c8707fd22b3001a8d8a0e	E
5ace8dd832bba1001ae4aa2d	X
5a8c8707fd22b3001a8d8a11	A
5ace8dd832bba1001ae4aa2c	E
5acfbc9077cf76001a685b65	E
5a65e1c2c2b11c001a425dab	E
5ace8dd832bba1001ae4aa2e	A
5a2abd485b078a001a2f06e1	N
5a62972ef8d794001af1c12d	#
5a2abd485b078a001a2f06e3	E
5a62972ef8d794001af1c12b	E
5a2abd485b078a001a2f06e0	#
5acd3fbb07355d001abf3a42	N
5a73877f53a187001ae6322d	E
5a2abd485b078a001a2f06df	E
5a2abd485b078a001a2f06e2	X
5ad353e4604f3c001a3fdd5a	A
5ad3e322604f3c001a3ff54c	A
5a316427e4dcb1001abb22b6	A
5ad3e322604f3c001a3ff54b	A
5ad3e322604f3c001a3ff54d	A
5ad353e4604f3c001a3fdd58	E
5ad3e322604f3c001a3ff549	I
5a316427e4dcb1001abb22b4	#
5ad3e322604f3c001a3ff54a	A
5a316427e4dcb1001abb22b5	A
5ace942432bba1001ae4aacd	E
5a2762bad1a287001a6d0a49	I
5ad3c65a604f3c001a3ff023	X
5ad13994645df0001a2d127e	E
5ad3c65a604f3c001a3ff024	#
5ad202ead7d075001a4281f4	E
5acd132607355d001abf3374	N
5ad3e856604f3c001a3ff648	N
5ad202ead7d075001a4281f1	I
5ad202ead7d075001a4281f2	I
5ad3ecf4604f3c001a3ff795	N
5ad202ead7d075001a4281f3	E
5a3610d6788daf001a5f86f0	E
5a864143b4e223001a8e7509	A
5a3ae6c43ff257001ab84319	X
5ace492b32bba1001ae4a1ba	E
5ace492b32bba1001ae4a1bb	X
5a864143b4e223001a8e750d	E
5ace492b32bba1001ae4a1b9	E
5ace492b32bba1001ae4a1b8	E
5ace42c732bba1001ae4a0fa	I
5acfca3f77cf76001a685fdf	X
5ad2b1c2d7d075001a429f62	E
5ad3f384604f3c001a3ff912	X
5acd6cf907355d001abf41a1	I
5acfca3f77cf76001a685fe0	E
5acfca3f77cf76001a685fde	E
5ad3aa82604f3c001a3feb45	X
5ad3aa82604f3c001a3feb47	I
5ad2b1c2d7d075001a429f60	E
5ad2b1c2d7d075001a429f5f	X
5ad2326ed7d075001a428766	I
5ad2b1c2d7d075001a429f61	E
5ad3aa82604f3c001a3feb46	X
5ad2b1c2d7d075001a429f5e	E
5ad3aa82604f3c001a3feb48	X
5acd6cf907355d001abf419f	E
5a8c972afd22b3001a8d8ba6	N
5ad410c7604f3c001a4001c6	A
5a0caa87f5590b0018dab4d8	N
5acd427d07355d001abf3adf	N
5a399dcb2f14dd001ac724af	E
5a513c30ce860b001aa3fc6a	E
5a7258d353a187001ae630d9	X
5a399dcb2f14dd001ac724b1	E
5a85bb38b4e223001a8e71e1	E
5a399dcb2f14dd001ac724b0	E
5a0caa87f5590b0018dab4d9	A
5ad410c7604f3c001a4001c8	A
5ad410c7604f3c001a4001c9	A
5ad410c7604f3c001a4001c5	A
5acd427d07355d001abf3ade	E
5a4731935fd40d001a27dd6d	X
5a4731935fd40d001a27dd6f	E
5a399dcb2f14dd001ac724ae	E
5a8c972afd22b3001a8d8ba4	N
5a4731935fd40d001a27dd6c	X
5a399dcb2f14dd001ac724ad	E
5a78872bb73996001af5a7cb	A
5a78872bb73996001af5a7c9	N
5a78872bb73996001af5a7c8	A
5a78872bb73996001af5a7ca	A
5ad14541645df0001a2d14a7	N
5ad14541645df0001a2d14a8	N
5a61224de9e1cc001a33cf95	E
59d282622763a60018284047	E
59d282622763a60018284049	E
5ad0bf7c645df0001a2d01a9	I
5ad0bf7c645df0001a2d01a8	E
5aceac4a32bba1001ae4afbd	A
5ad2e469604f3c001a3fd8db	E
5aceac4a32bba1001ae4afbe	E
5aceac4a32bba1001ae4afbb	#
5a5ad2d99c0277001abe71bc	E
5ad27df7d7d075001a4296ee	N
5ad27df7d7d075001a4296ed	N
5acd009507355d001abf3160	#
5a5ad2d99c0277001abe71bd	E
5acd009507355d001abf3163	I
5ad386af604f3c001a3fe559	#
5a77b4a8b73996001af5a521	A
5ad14498645df0001a2d1495	E
5ad3fe7f604f3c001a3ffc41	X
5ad221f5d7d075001a4284e9	#
5ace639232bba1001ae4a54b	X
5ad272b2d7d075001a4294a6	A
5a149d98a54d4200185292a1	I
5a149d98a54d4200185292a0	X
5a77b4a8b73996001af5a524	X
5ad14498645df0001a2d1494	E
5a486fb084b8a4001a7e786e	X
5ad221f5d7d075001a4284e6	#
5ace639232bba1001ae4a54c	X
5ad386af604f3c001a3fe55b	X
5a77b4a8b73996001af5a525	X
5a149d98a54d42001852929e	I
5a149d98a54d42001852929f	I
5a149d98a54d42001852929d	I
5ad3fe7f604f3c001a3ffc42	X
5ad2a31ad7d075001a429d39	I
5ad221f5d7d075001a4284ea	#
5ad272b2d7d075001a4294a4	A
5a7748a42d6d7f001a4a9fa8	E
5ad2a31ad7d075001a429d38	#
5a77b4a8b73996001af5a522	E
5ad34b7b604f3c001a3fdc9f	X
5a823a4831013a001a335300	E
5a69adac5ce1a5001a969677	X
5aceae3e32bba1001ae4b017	N
5aceae3e32bba1001ae4b016	E
5a823a4831013a001a335303	X
5a57e635770dc0001aeefe98	I
5ad00fba77cf76001a686853	N
5a0378d6af157d001818f467	I
5a0378d6af157d001818f469	E
5a679e07f038b7001ab0c358	E
5aceae3e32bba1001ae4b015	N
5ad2637fd7d075001a429111	E
5aceae3e32bba1001ae4b014	E
5acfa8be77cf76001a685778	E
5acfa8be77cf76001a685777	E
5a7e4cdd70df9f001a8756cc	E
5a57e635770dc0001aeefe97	E
5a0378d6af157d001818f468	E
5ad00fba77cf76001a686854	A
5a823a4831013a001a335302	E
5acfbc6a77cf76001a685b5b	A
5acfbc6a77cf76001a685b5c	A
5ad2637fd7d075001a429114	E
5a57e635770dc0001aeefe9a	I
5ad00fba77cf76001a686851	A
5a69adac5ce1a5001a969676	I
5a39fcfb2f14dd001ac72697	E
5a0378d6af157d001818f466	E
5acfa8be77cf76001a685776	E
5ad00fba77cf76001a686852	A
5acfbc6a77cf76001a685b5d	E
5acd2a6907355d001abf3782	#
5ad4183a604f3c001a4003f3	E
5a21cd298a6e4f001aa08ed8	I
5ad4183a604f3c001a4003f2	E
5a81c12031013a001a334e4c	#
5a64f832c2b11c001a425b5a	E
5a81c12031013a001a334e4d	E
5a21cd298a6e4f001aa08ed6	I
5ad4183a604f3c001a4003ef	E
5a21cd298a6e4f001aa08ed9	I
5acf9c8b77cf76001a6854c1	X
5acf9c8b77cf76001a6854bf	#
5ad2e043d7d075001a42a5bb	E
5ad2e043d7d075001a42a5ba	E
5a64f832c2b11c001a425b59	I
5acf9c8b77cf76001a6854c2	A
5ad3bd5f604f3c001a3fef19	E
5ad3bd5f604f3c001a3fef1d	E
5a8d8513df8bba001a0f9ad2	E
5ad149ab645df0001a2d158c	#
5ad3bd5f604f3c001a3fef1c	E
5acf6dbd77cf76001a684e0c	A
5ad149ab645df0001a2d158a	#
5ad3bd5f604f3c001a3fef1b	E
5acf6dbd77cf76001a684e10	E
5ad149ab645df0001a2d158b	N
5acd561d07355d001abf3da3	X
5acf6dbd77cf76001a684e0f	E
5acf6dbd77cf76001a684e0d	A
5a7d135170df9f001a874f6c	X
5a8dcf75df8bba001a0f9c79	A
5a7dea8870df9f001a875313	A
5a1081e806e79900185c33cf	E
5ad149ab645df0001a2d158e	#
5acfc7b977cf76001a685f27	A
5a7d135170df9f001a874f6a	E
5a5abb109c0277001abe715a	#
5acd561d07355d001abf3da2	E
5a8dcf75df8bba001a0f9c78	A
5a8dcf75df8bba001a0f9c77	A
5a5abb109c0277001abe715c	I
5a8d8513df8bba001a0f9ad1	E
5a1081e806e79900185c33d1	E
5a7e0b2c70df9f001a875463	A
5a67abeaf038b7001ab0c40b	A
5ad14b54645df0001a2d1600	N
5ad23d1fd7d075001a428886	X
5acfd7ea77cf76001a6862a7	E
5a5a270a9c0277001abe707a	E
5a472b735fd40d001a27dd64	E
5acecc9332bba1001ae4b47f	#
5ad14b54645df0001a2d15fe	A
5acfd7ea77cf76001a6862a9	E
5acecc9332bba1001ae4b480	N
5acebef832bba1001ae4b291	I
5acecc9332bba1001ae4b47d	A
5acfd7ea77cf76001a6862a8	E
5a7dea8870df9f001a875314	E
5ad13cb9645df0001a2d1335	A
5a67abeaf038b7001ab0c40c	E
5ad13cb9645df0001a2d1336	A
5a513c2ace860b001aa3fc61	#
5a513c2ace860b001aa3fc63	#
5a2855b7d1a287001a6d0b97	N
5a7dea8870df9f001a875315	E
5a399f132f14dd001ac724d6	X
5ad265b1d7d075001a4291c0	N
5a399f132f14dd001ac724d4	E
5ad13a2f645df0001a2d12b8	A
5a399f132f14dd001ac724d5	A
5ace3ff232bba1001ae4a07d	X
5ad265b1d7d075001a4291be	E
5aceaf7932bba1001ae4b050	E
5a8ddee1df8bba001a0f9cd7	I
5a8ddee1df8bba001a0f9cd6	I
5ad392dc604f3c001a3fe6b8	A
5a14aafca54d420018529308	E
5ad13859645df0001a2d1226	A
5a57bbb3770dc0001aeefd19	E
5a8c7df1fd22b3001a8d8930	N
5ad13859645df0001a2d1228	A
5ad265b1d7d075001a4291bf	#
5ad13a2f645df0001a2d12b9	N
5a14aafca54d42001852930b	E
5a57bbb3770dc0001aeefd1b	#
5a7a703621c2de001afe9c4d	A
5a81caf731013a001a334edb	E
5a81caf731013a001a334edc	E
5a57bbb3770dc0001aeefd1a	E
5ad14806645df0001a2d1536	A
5a7de40270df9f001a8752bd	E
5ad14806645df0001a2d1538	N
5acd0dff07355d001abf3294	A
5a651fb6c2b11c001a425c48	A
5a42a8ea4a4859001aac727f	E
5a651fb6c2b11c001a425c4a	A
5ad2d3d9d7d075001a42a3b2	I
5a42a8ea4a4859001aac7280	E
5a860018b4e223001a8e7362	X
5a651fb6c2b11c001a425c49	A
5ad0a85e645df0001a2cffca	N
5a80cf848f0597001ac001a8	E
5a7de40270df9f001a8752bc	E
5a860018b4e223001a8e7361	A
5a7de40270df9f001a8752bb	E
5ad0a85e645df0001a2cffc9	E
5a42a8ea4a4859001aac7281	E
5a651fb6c2b11c001a425c47	A
5ad3c7fb604f3c001a3ff060	E
5a285122d1a287001a6d0b5d	N
5ad4ce075b96ef001a10a12e	E
5a80cf848f0597001ac001ab	E
5a68dbd78476ee001a58a7f5	E
5a516e40ce860b001aa3fda9	A
5ad3707d604f3c001a3fe24b	A
5ad26cdcd7d075001a4293ac	E
5ad56b9b5b96ef001a10ae5a	X
5a8cafbafd22b3001a8d8d37	X
5a3ae50f3ff257001ab84307	#
5a81c05031013a001a334e44	E
5ad3707d604f3c001a3fe24d	N
5a3afe343ff257001ab8438d	N
5a6231bef8d794001af1bec6	E
5ad36951604f3c001a3fe0ed	E
5ace97a932bba1001ae4ab9e	X
5ad56b9b5b96ef001a10ae5c	A
5ace97a932bba1001ae4ab9d	A
5ad49a99ba00c4001a268d4e	N
5ace97a932bba1001ae4ab9f	E
5ad56b9b5b96ef001a10ae5d	X
5a516e40ce860b001aa3fdad	A
5ad49a99ba00c4001a268d4b	N
5ad26cdcd7d075001a4293ad	E
5acecbc932bba1001ae4b456	E
5ad36951604f3c001a3fe0ec	A
5ad26cdcd7d075001a4293b0	E
5acecbc932bba1001ae4b455	E
5ad56b9b5b96ef001a10ae5b	E
5ad21b77d7d075001a428439	E
5ad49a99ba00c4001a268d4a	A
5a6231bef8d794001af1beca	E
5a81c05031013a001a334e43	I
5acecbc932bba1001ae4b458	E
5acecbc932bba1001ae4b457	E
5a81c05031013a001a334e42	E
5acecbc932bba1001ae4b459	E
5ad4a169ba00c4001a268e77	#
5a513c30ce860b001aa3fc6c	N
5a627457f8d794001af1bfe4	X
5a4731935fd40d001a27dd6e	X
5a627457f8d794001af1bfe2	E
5a8dae8adf8bba001a0f9b70	#
5ad3631c604f3c001a3fdfc5	I
5a0f4039decec90018475526	#
5a299bd203c0e7001a3e1851	A
5ace5ccb32bba1001ae4a403	E
5ad3631c604f3c001a3fdfc4	I
5ad3631c604f3c001a3fdfc2	I
5ace207b32bba1001ae49b4d	A
5a513c30ce860b001aa3fc6d	A
5a0f4039decec90018475529	A
5acea1b832bba1001ae4ae01	E
5ad3d2a6604f3c001a3ff24e	E
5acea1b832bba1001ae4adff	I
5acea1b832bba1001ae4adfd	E
5a513c30ce860b001aa3fc6b	E
5ace88a332bba1001ae4a99c	E
5ace5ccb32bba1001ae4a406	#
5acea1b832bba1001ae4ae00	A
5ace207b32bba1001ae49b4e	E
5ad3d2a6604f3c001a3ff24d	E
5acea1b832bba1001ae4adfe	E
5a627457f8d794001af1bfe0	E
5ace5ccb32bba1001ae4a405	E
5a86027fb4e223001a8e7380	X
5a86027fb4e223001a8e737f	E
5a86027fb4e223001a8e7383	E
5ad0f9d0645df0001a2d0935	#
5ad0f9d0645df0001a2d0934	E
5acd5d5007355d001abf3eee	A
5ad0e22f645df0001a2d07ac	A
5ad27f75d7d075001a429773	A
5acd5d5007355d001abf3eeb	A
5a611015e9e1cc001a33ce82	E
5ad31a2e604f3c001a3fdb6a	N
5a2d656bf28ef0001a526541	E
5a2d656bf28ef0001a52653f	E
5a6bb86b4eec6b001a80a532	E
5a2d656bf28ef0001a526540	E
5ad31a2e604f3c001a3fdb69	A
5a2d656bf28ef0001a526543	I
5ad39a3d604f3c001a3fe862	E
5a84a0597cf838001a46a9ba	E
5a84a0597cf838001a46a9be	E
5ad4918bba00c4001a268c3a	N
5ad4918bba00c4001a268c38	A
5a6fd9668abb0b001a675fb7	I
5ad0e22f645df0001a2d07a8	X
5a84a0597cf838001a46a9bc	A
5ad0c8c2645df0001a2d0320	X
5ad0e22f645df0001a2d07a9	X
5a848ca67cf838001a46a90a	E
5a848ca67cf838001a46a90b	X
5a2ad0825b078a001a2f0701	X
5a848eae7cf838001a46a932	E
5a848eae7cf838001a46a931	E
5a848ca67cf838001a46a90c	A
5a848ca67cf838001a46a909	X
5acfb20177cf76001a685909	A
5acfb20177cf76001a68590a	N
5ad34c62604f3c001a3fdcb1	#
5a848eae7cf838001a46a930	X
5ad39902604f3c001a3fe814	N
5a8254cf31013a001a33541a	E
5ace418332bba1001ae4a0b5	I
5acfb20177cf76001a68590b	A
5a848eae7cf838001a46a933	E
5acfccf077cf76001a68609a	N
5a848eae7cf838001a46a934	E
5acd27b607355d001abf3726	A
5a37134395360f001af1b3e1	#
5acf637c77cf76001a684d20	I
5a2717adc93d92001a4003d3	A
5a37134395360f001af1b3e3	N
5a7e146a70df9f001a875489	E
5acf637c77cf76001a684d1d	E
5acf637c77cf76001a684d1f	E
5acf637c77cf76001a684d1e	E
5a7e146a70df9f001a87548a	N
5ad496b5ba00c4001a268cb9	E
5acda90807355d001abf48e0	#
5ad496b5ba00c4001a268cb8	A
5ad496b5ba00c4001a268cbb	E
5ad496b5ba00c4001a268cbc	#
5a2717adc93d92001a4003d4	N
5acd2a6907355d001abf3785	E
5ad400cf604f3c001a3ffce7	N
5ad421e5604f3c001a40078b	N
5ad2822fd7d075001a429818	E
5ad2822fd7d075001a429817	E
5ad400cf604f3c001a3ffce5	E
5a2ee61ca83784001a7d2526	E
5ad400cf604f3c001a3ffce9	E
5a222e10819328001af38a24	I
5a2ee61ca83784001a7d2525	E
5acfc97977cf76001a685f9b	A
5ad41120604f3c001a4001ed	A
5a7b545121c2de001afe9ed2	A
5ad22491d7d075001a428520	I
5a5e5a285bc9f4001a75af20	N
5ad118da645df0001a2d0d54	E
5ad283add7d075001a429852	E
5a42ac754a4859001aac7297	X
5a8a31143b2508001a72a7c4	#
5a42ac754a4859001aac7295	I
5ad3fded604f3c001a3ffc13	N
5acea15032bba1001ae4add9	A
5a515fcbce860b001aa3fd5e	E
5a552738134fea001a0e199d	X
5ad3ea55604f3c001a3ff6cd	A
5acea15032bba1001ae4add8	E
5a7b545121c2de001afe9ed3	E
5a515fcbce860b001aa3fd5d	E
5acd72be07355d001abf42c4	E
5acd07ab07355d001abf31e2	I
5ad410fa604f3c001a4001d9	#
5ad41120604f3c001a4001ec	#
5a6913cb8476ee001a58aa7c	I
5a544428134fea001a0e16da	E
5a8ca553fd22b3001a8d8cac	X
5ad410fa604f3c001a4001db	A
5a515fcbce860b001aa3fd5f	X
5a42ac754a4859001aac7294	X
5a515fcbce860b001aa3fd61	X
5a544428134fea001a0e16d8	E
5ad4d7b05b96ef001a10a30a	E
5a42ac754a4859001aac7296	I
5ad4d70c5b96ef001a10a2e5	E
5ad3ea55604f3c001a3ff6ce	A
5a732ca953a187001ae63134	E
5acec09032bba1001ae4b2b5	E
5ad3ea55604f3c001a3ff6cf	E
5ace43df32bba1001ae4a11c	#
5acd209007355d001abf35eb	I
5aced70932bba1001ae4b6cf	E
5acd72be07355d001abf42c3	E
5acd209007355d001abf35ea	I
5a515fcbce860b001aa3fd60	E
5ace606232bba1001ae4a48f	E
5ad3fded604f3c001a3ffc14	E
5a864535b4e223001a8e751f	E
5acea15032bba1001ae4add7	E
5ace606232bba1001ae4a48e	E
5ad3fded604f3c001a3ffc15	A
5a864535b4e223001a8e751e	E
5a864535b4e223001a8e7521	E
5acd07ab07355d001abf31e3	I
5a84e14b7cf838001a46ab0c	X
5a84e14b7cf838001a46ab0d	X
5acf629377cf76001a684d0b	N
5acf629377cf76001a684d09	E
5a84e14b7cf838001a46ab0e	E
5a0cf397f5590b0018dab696	#
5aceca8332bba1001ae4b418	E
5ad2a33cd7d075001a429d42	E
5ad2a33cd7d075001a429d41	E
5ad2e524604f3c001a3fd8fc	E
5ad4a204ba00c4001a268e8a	N
5aceca8332bba1001ae4b416	#
5ad14d18645df0001a2d168b	E
5ad2e524604f3c001a3fd8fb	I
5a7b775521c2de001afea044	E
5a271a77c93d92001a4003ee	I
5a824e8131013a001a3353cb	E
5acfb63c77cf76001a6859e2	E
5ad3f8f2604f3c001a3ffa91	N
5ad3f8f2604f3c001a3ffa92	I
5a82057f31013a001a3350e5	E
5ad2ad6fd7d075001a429ed3	N
5ad374ab604f3c001a3fe2d1	X
5ad2c97fd7d075001a42a23e	E
5a82057f31013a001a3350e6	A
5a8a3d0e3b2508001a72a88b	E
5a7e1c5c70df9f001a8754cc	A
5a2d5be4f28ef0001a5264d3	E
5a82057f31013a001a3350e7	X
5a70ba688abb0b001a67610c	X
5acd56b907355d001abf3db7	E
5a7e1c5c70df9f001a8754cb	E
5a27390ac93d92001a40043b	#
5acd56b907355d001abf3db8	E
5a8a3d0e3b2508001a72a88e	E
5a2d5be4f28ef0001a5264d2	E
5acd56b907355d001abf3dba	X
5a70ba688abb0b001a67610b	E
