qid	reason
5a1cc6414ea40d0018b06f12	E
5a1cc6414ea40d0018b06f14	E
5a1cc6414ea40d0018b06f15	E
5a1cc7914ea40d0018b06f1d	E
5a1ccdcf4ea40d0018b06f30	E
5a1ccfae4ea40d0018b06f3c	E
5a1cd1454ea40d0018b06f43	E
5a1cd5884ea40d0018b06f4f	E
5a1cd75a4ea40d0018b06f58	E
5a1cd75a4ea40d0018b06f5b	A
5a1cdddb4ea40d0018b06f61	A
5a1ce09f4ea40d0018b06f6e	A
5a7fc8178f0597001ac000c3	I
5a7fc8178f0597001ac000c7	E
5a7fcf048f0597001ac000d5	A
5a7fdc788f0597001ac000e5	E
5a7fee8c8f0597001ac00101	A
5a7ff3698f0597001ac0010c	E
5a7ff3698f0597001ac0010f	E
5a7ff6878f0597001ac00115	E
5a7ff6878f0597001ac00118	E
5a7ffa9c8f0597001ac00120	E
5a7ffd938f0597001ac00129	E
5a7ffd938f0597001ac0012a	E
5a7ffd938f0597001ac0012c	E
5a7fffd58f0597001ac00132	E
5a7fffd58f0597001ac00134	E
5a8002878f0597001ac0013c	A
5a8006548f0597001ac00147	A
5a8008cf8f0597001ac0014f	E
5a800d438f0597001ac00166	A
5a800ffd8f0597001ac00170	A
5a8012f38f0597001ac0017b	E
5a8015308f0597001ac00182	A
5a8015308f0597001ac00183	A
5a8015308f0597001ac00184	A
5a8015308f0597001ac00185	N
5a80173a8f0597001ac0018c	A
5a80173a8f0597001ac0018e	A
5a80193e8f0597001ac00193	E
5a80193e8f0597001ac00197	A
5a801c2e8f0597001ac0019e	A
5a801c2e8f0597001ac0019f	A
5ad37275604f3c001a3fe2b3	E
5ad37275604f3c001a3fe2b4	E
5ad3e04d604f3c001a3ff4b4	N
5ad37514604f3c001a3fe2e3	E
5ad375b1604f3c001a3fe30b	#
5ad3e0ba604f3c001a3ff4dd	E
5ad3e0ba604f3c001a3ff4e1	E
5ad3e0ee604f3c001a3ff4e7	N
5ad3e3ca604f3c001a3ff55f	N
5ad3e3ca604f3c001a3ff561	N
5ad3e456604f3c001a3ff571	N
5ad3e456604f3c001a3ff572	N
5ad3e456604f3c001a3ff573	N
5ad38041604f3c001a3fe465	X
5ad38041604f3c001a3fe468	X
5ad3e48f604f3c001a3ff585	N
5ad3e48f604f3c001a3ff586	E
5ad3e48f604f3c001a3ff587	A
5ad38155604f3c001a3fe481	X
5ad3e571604f3c001a3ff598	N
5ad3834d604f3c001a3fe4e1	#
5ad3e62f604f3c001a3ff5c1	N
5ad3e62f604f3c001a3ff5c2	A
5ad38945604f3c001a3fe586	E
5ad3e64f604f3c001a3ff5c7	#
5ad3e64f604f3c001a3ff5c8	A
5ad3e69e604f3c001a3ff5d9	A
5ad3e69e604f3c001a3ff5da	A
5ad3e6c3604f3c001a3ff5e1	E
5ad3e6f3604f3c001a3ff5e8	E
5ad3e6f3604f3c001a3ff5e9	E
5ad3e6f3604f3c001a3ff5ea	A
5ad3e725604f3c001a3ff5f1	E
5ad3e725604f3c001a3ff5f2	A
5ad3e794604f3c001a3ff611	N
5ad3e794604f3c001a3ff612	A
5ad3e7dd604f3c001a3ff618	A
5ad3e80c604f3c001a3ff62c	E
5ad3e80c604f3c001a3ff62e	A
5ad3e87a604f3c001a3ff65b	A
5ad3e883604f3c001a3ff65f	E
5ad3e99d604f3c001a3ff69b	E
5ad3e99d604f3c001a3ff69d	A
5ad3e9f0604f3c001a3ff6ad	N
5ad3ea81604f3c001a3ff6ef	A
5ad3ea81604f3c001a3ff6f2	A
5ad3eabe604f3c001a3ff701	A
5ad3eabe604f3c001a3ff704	N
5ad3eb5a604f3c001a3ff713	A
5ad3eb5a604f3c001a3ff714	E
5ad3eb5a604f3c001a3ff716	A
5ad3ebd0604f3c001a3ff73a	N
5ad3ebd0604f3c001a3ff73b	N
5ad3ebd0604f3c001a3ff73c	N
5ad3ec3b604f3c001a3ff75c	A
5ad3ec9d604f3c001a3ff76d	N
5ad3ec9d604f3c001a3ff76e	A
5ad3ecbb604f3c001a3ff781	N
5ad3ecbb604f3c001a3ff782	N
5ad3ecd9604f3c001a3ff787	N
5ad3ecd9604f3c001a3ff788	N
5ad3ecf4604f3c001a3ff796	A
5ad3ed3a604f3c001a3ff7ac	X
5ad3ed3a604f3c001a3ff7ad	A
5ad3ed3a604f3c001a3ff7ae	N
5ad3ede0604f3c001a3ff7bd	A
5ad3ede0604f3c001a3ff7bf	N
5ad3ede0604f3c001a3ff7c0	X
5ad3eed3604f3c001a3ff7f1	N
5ad3eed3604f3c001a3ff7f2	A
5ad3eed3604f3c001a3ff7f3	A
5ad3ef59604f3c001a3ff80d	E
5ad3ef59604f3c001a3ff80f	A
5ad3ef59604f3c001a3ff810	A
5ad3ef82604f3c001a3ff815	N
5ad3ee4a604f3c001a3ff7e7	N
5ad3ee4a604f3c001a3ff7e8	E
5ad3ee4a604f3c001a3ff7e9	E
5ad2dc0dd7d075001a42a50e	N
5ad2dc0dd7d075001a42a50f	#
5ad2dc0dd7d075001a42a510	N
5ad2de57d7d075001a42a586	N
5ad2de57d7d075001a42a588	#
5ad2de57d7d075001a42a589	I
5ad2e52d604f3c001a3fd901	#
5ad2e74a604f3c001a3fd960	N
5ad2e80c604f3c001a3fd97c	N
5ad2e80c604f3c001a3fd97e	E
5ad2e80c604f3c001a3fd97f	#
5ad2e95d604f3c001a3fd9b5	E
5ad2e95d604f3c001a3fd9b9	N
5ad2ece2604f3c001a3fd9d5	N
5ad2ece2604f3c001a3fd9d8	N
5ad2ee21604f3c001a3fd9ea	E
5ad2ef2b604f3c001a3fd9f7	#
5ad2ef2b604f3c001a3fd9f8	#
5ad2f1ba604f3c001a3fda22	E
5ad2f62e604f3c001a3fda64	X
5ad2f254604f3c001a3fda2d	#
5ad2f313604f3c001a3fda3c	N
5ad2f87c604f3c001a3fda73	#
5ad2f9f5604f3c001a3fda7b	A
5ad2f9f5604f3c001a3fda7c	N
5ad2f9f5604f3c001a3fda7f	N
5ad2da65d7d075001a42a4a7	N
5ad2da65d7d075001a42a4a8	N
5ad31a2e604f3c001a3fdb6b	E
5ad3183e604f3c001a3fdb62	E
5ad31659604f3c001a3fdb50	A
5ad31566604f3c001a3fdb44	N
5ad31566604f3c001a3fdb45	#
5ad31430604f3c001a3fdb3d	N
5ad30d26604f3c001a3fdb0c	N
5ad30c5b604f3c001a3fdb01	#
5ad30ab4604f3c001a3fdaf9	#
5ad308c3604f3c001a3fdaed	#
5ad308c3604f3c001a3fdaee	#
5ad308c3604f3c001a3fdaef	N
5ad307c0604f3c001a3fdae3	E
5ad307c0604f3c001a3fdae5	E
5ad3057d604f3c001a3fdad3	N
5ad3057d604f3c001a3fdad4	N
5ad2fda5604f3c001a3fda8f	N
5ad2fda5604f3c001a3fda92	E
5ad30079604f3c001a3fdaa3	E
5ad30079604f3c001a3fdaa7	A
5ad30171604f3c001a3fdaad	#
5ad30171604f3c001a3fdab1	N
5ad30248604f3c001a3fdab7	N
5ad303da604f3c001a3fdac1	#
5ad303da604f3c001a3fdac3	#
5ad2fb70604f3c001a3fda85	#
5ad2fb70604f3c001a3fda86	#
5ad2fb70604f3c001a3fda88	A
5ad312ca604f3c001a3fdb35	A
5a18c2e19aa02b0018605eab	E
5a18c2e19aa02b0018605ead	A
5a18c7099aa02b0018605ebf	E
5a18c8d69aa02b0018605ec7	E
5a18c8d69aa02b0018605ec8	E
5a18d1639aa02b0018605ed3	E
5a18d1639aa02b0018605ed4	E
5a18d7dd9aa02b0018605edf	#
5a18d7dd9aa02b0018605ee0	#
5a18d7dd9aa02b0018605ee1	A
5a18da649aa02b0018605eeb	X
5a18e03a9aa02b0018605ef2	I
5a18e03a9aa02b0018605ef5	E
5a18e2249aa02b0018605efb	E
5a18e53d9aa02b0018605f0b	E
5a18e72f9aa02b0018605f16	E
5a18e8519aa02b0018605f1e	E
5a18e8519aa02b0018605f20	E
5a18e8519aa02b0018605f21	E
5a18e9499aa02b0018605f27	E
5a18eb359aa02b0018605f30	E
5a18eb359aa02b0018605f31	E
5a18ec869aa02b0018605f38	E
5ad37aaa604f3c001a3fe3ce	A
5ad37d3d604f3c001a3fe40e	I
5ad37d3d604f3c001a3fe410	E
5ad37ec4604f3c001a3fe42b	A
5ad37ec4604f3c001a3fe42f	A
5ad37fa8604f3c001a3fe44b	E
5ad38450604f3c001a3fe519	N
5ad38450604f3c001a3fe51b	N
5ad386af604f3c001a3fe558	X
5ad387dc604f3c001a3fe570	X
5ad387dc604f3c001a3fe571	#
5ad387dc604f3c001a3fe572	A
5ad3887d604f3c001a3fe579	N
5ad3887d604f3c001a3fe57a	N
5ad394a7604f3c001a3fe720	N
5ad394a7604f3c001a3fe721	N
5ad39730604f3c001a3fe7b6	N
5ad39730604f3c001a3fe7b8	N
5ad39da6604f3c001a3fe8f8	#
5ad3a4a3604f3c001a3fea8b	E
5ad3a050604f3c001a3fe98b	A
5ad3a050604f3c001a3fe98c	N
5ad3a050604f3c001a3fe98e	A
5ad39e61604f3c001a3fe917	#
5ad39b2c604f3c001a3fe89b	X
5ad3a0e1604f3c001a3fe9be	A
5ad3a0e1604f3c001a3fe9c0	A
5acf951e77cf76001a68535d	E
5acf951e77cf76001a685360	N
5acf961377cf76001a685394	E
5acf9c5077cf76001a6854b7	E
5acf9c5077cf76001a6854b8	N
5acf9cb577cf76001a6854dc	E
5acf9cb577cf76001a6854df	A
5acf9d2177cf76001a68550c	X
5acf9df677cf76001a68554d	E
5acf9df677cf76001a68554f	A
5acf9f1977cf76001a6855a9	X
5acfa14d77cf76001a6855e9	#
5acfa14d77cf76001a6855ea	N
5acfa1d377cf76001a68560d	A
5acfa1d377cf76001a68560e	N
5acfa1f777cf76001a68561e	N
5acfa1f777cf76001a685621	N
5acfa2f177cf76001a68567b	E
5acfaf0977cf76001a685843	A
5acf954877cf76001a685366	N
5acf9e6477cf76001a685568	N
5acfa22477cf76001a685626	N
5acfa22477cf76001a685629	N
5acfa27f77cf76001a68565d	N
5acfae2b77cf76001a68581c	N
5acfae2b77cf76001a68581d	N
5acfae2b77cf76001a68581e	A
5acfb00a77cf76001a68587b	A
5acfb00a77cf76001a68587c	A
5acfb03577cf76001a685885	A
5acfb03577cf76001a685886	A
5acfb06777cf76001a68588c	A
5acfb0a077cf76001a6858a4	A
5acfb0a077cf76001a6858a5	A
5acfb0a077cf76001a6858a8	X
5acfb0eb77cf76001a6858b9	A
5acfb12277cf76001a6858c2	E
5acfb16777cf76001a6858cb	E
5acfb16777cf76001a6858cc	E
5acfb19177cf76001a6858d4	N
5acfb1de77cf76001a685901	A
5acfb1de77cf76001a685903	N
5acfb20d77cf76001a68591b	I
5acfb20d77cf76001a68591e	E
5acfb28f77cf76001a685936	A
5acfb28f77cf76001a685937	A
5acfb28f77cf76001a685938	A
5acfb2be77cf76001a68595c	A
5acfb2be77cf76001a68595e	A
5ad0b90e645df0001a2d0174	A
5ad0b948645df0001a2d017c	#
5ad0b983645df0001a2d0184	A
5ad0b983645df0001a2d0186	N
5ad0b983645df0001a2d0187	#
5ad0caa5645df0001a2d0381	E
5ad0caa5645df0001a2d0383	E
5ad0cac9645df0001a2d0393	N
5ad0ccaa645df0001a2d03ad	#
5ad0ccaa645df0001a2d03ae	#
5ad0cd40645df0001a2d03d9	A
5ad0ce6f645df0001a2d042a	A
5ad0cfc9645df0001a2d0484	#
5ad0cfe5645df0001a2d0488	#
5ad0cfe5645df0001a2d048a	#
5ad0d219645df0001a2d0516	A
5ad0d264645df0001a2d0542	#
5ad0d264645df0001a2d0543	#
5ad0d2a2645df0001a2d054e	#
5ad0d2a2645df0001a2d0550	#
5ad0d2f5645df0001a2d0564	A
5ad0d375645df0001a2d0592	A
5ad0d375645df0001a2d0594	E
5ad0d4a5645df0001a2d0606	E
5ad0d4a5645df0001a2d0607	A
5ad0d4d2645df0001a2d060c	E
5ad0d4d2645df0001a2d060d	A
5ad0d4d2645df0001a2d060e	#
5ad0d4f6645df0001a2d062c	#
5ad0cd27645df0001a2d03c0	N
5ad0cd27645df0001a2d03c1	N
5ad0cf7a645df0001a2d046e	E
5a6316cf68151a001a9221c5	A
5a6316cf68151a001a9221c7	E
5a6316cf68151a001a9221c8	A
5a6318cd68151a001a9221cf	E
5a6318cd68151a001a9221d0	E
5a631bef68151a001a9221e2	A
5a631bef68151a001a9221e3	I
5a631e5568151a001a9221f6	E
5a631e5568151a001a9221f9	E
5a631f1268151a001a922203	A
5a631f1268151a001a922204	#
5a63202a68151a001a92220b	#
5a63202a68151a001a92220d	E
5a6321a568151a001a922218	A
5a63251e68151a001a922228	E
5a63251e68151a001a92222a	A
5a63277968151a001a92223d	E
5a632f1a68151a001a92225a	E
5a632f1a68151a001a92225d	E
5a63379768151a001a922265	A
5a63379768151a001a922268	E
5a63394c68151a001a92226e	E
5a63394c68151a001a922272	A
5a633af868151a001a92227a	E
5a633af868151a001a92227b	E
5a633af868151a001a92227c	E
5a633c6468151a001a922282	E
5a63406b68151a001a9222a2	I
5a63406b68151a001a9222a3	I
5a6341f368151a001a9222aa	I
5a6341f368151a001a9222ad	N
5a6341f368151a001a9222ae	A
5a63430c68151a001a9222b6	I
5a63430c68151a001a9222b7	E
5a63430c68151a001a9222b8	E
5a8310f7e60761001a2eb359	E
5a83141fe60761001a2eb379	E
5a8315c1e60761001a2eb3b2	E
5a8315c1e60761001a2eb3b4	E
5a8315c1e60761001a2eb3b5	#
5a83182ce60761001a2eb3e3	#
5a83182ce60761001a2eb3e4	E
5a83182ce60761001a2eb3e5	#
5a83182ce60761001a2eb3e7	E
5a831a9be60761001a2eb3ef	E
5a83202ae60761001a2eb417	#
5a83215fe60761001a2eb427	E
5a832318e60761001a2eb43f	E
5a8326f2e60761001a2eb44b	E
5a8349eae60761001a2eb513	#
5a834bdae60761001a2eb530	E
5a834d86e60761001a2eb54d	#
5a834d86e60761001a2eb54f	E
5a834fb0e60761001a2eb55f	#
5a834fb0e60761001a2eb561	E
5a8351a3e60761001a2eb577	E
5a835545e60761001a2eb5b9	E
5a835951e60761001a2eb5ee	E
5a835b79e60761001a2eb617	X
5a836086e60761001a2eb627	E
5a8361d5e60761001a2eb63a	E
5a83667ee60761001a2eb669	E
5a5ab76c9c0277001abe714a	E
5a5abb109c0277001abe7158	A
5a5abb109c0277001abe7159	#
5a5abb109c0277001abe715b	E
5a5abce09c0277001abe7162	A
5a5abf2c9c0277001abe716c	#
5a5abf2c9c0277001abe716e	#
5a5ac2cd9c0277001abe7183	#
5a5ace739c0277001abe719a	I
5a5acfc49c0277001abe71a1	A
5a5ad0c09c0277001abe71a8	#
5a5ad1eb9c0277001abe71b0	#
5a5ad1eb9c0277001abe71b1	I
5a5ad2d99c0277001abe71ba	#
5a5ad2d99c0277001abe71bb	A
5a5ad3d09c0277001abe71c8	N
5a5ad4db9c0277001abe71cd	A
5a5ad6679c0277001abe71dc	E
5a5ad9109c0277001abe71e8	A
5a5ad9109c0277001abe71e9	A
5a5adb7e9c0277001abe71f0	N
5a5ade449c0277001abe7208	E
5ad550815b96ef001a10ac99	E
5ad550815b96ef001a10ac9a	#
5ad550815b96ef001a10ac9b	#
5ad552845b96ef001a10aca1	#
5ad567e55b96ef001a10ae08	E
5ad56a065b96ef001a10ae40	N
5ad56a065b96ef001a10ae42	E
5ad56b055b96ef001a10ae53	X
5ad56b055b96ef001a10ae54	#
5ad56c6d5b96ef001a10ae76	E
5ad56d0c5b96ef001a10ae7e	E
5ad56da45b96ef001a10ae8e	#
5ad56da45b96ef001a10ae90	N
5ad56da45b96ef001a10ae91	N
5ad56e595b96ef001a10ae97	N
5ad56e595b96ef001a10ae99	A
5ad56f1b5b96ef001a10aeb0	E
5ad56f1b5b96ef001a10aeb2	E
5ad56f1b5b96ef001a10aeb3	E
5ad56fb25b96ef001a10aebc	A
5ad570205b96ef001a10aecc	N
5ad570205b96ef001a10aecd	E
5ad570a95b96ef001a10aed6	E
5ad5712c5b96ef001a10aee5	#
5ad5712c5b96ef001a10aee7	#
